Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Samsung,Galaxy S6,zerofltelgt,2676-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltectc,2676-2699MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltespr,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltemtr,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zeroflteusc,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltevzw,2678-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltetmo,2678-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltelra,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltebmc,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltechn,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltetfnvzw,2678-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23,3.1
Samsung,Galaxy S6,zeroflteacg,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,SC-05G,2676-2698MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;23;24,3.1;3.2
Samsung,Galaxy S6,zerofltektt,2676-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Galaxy S6,zeroflteatt,2679-2697MB,Phone,Samsung Exynos 7420,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,21;22;23;24,3.1;3.2
Samsung,Europa,GT-I5500B,,Phone, ,320x240,120,armeabi,7;8,2.0
Samsung,Europa,GT-I5500L,,Phone,Qualcomm MSM7227,320x240,120,armeabi,7;8,2.0
Samsung,Europa,GT-I5510L,,Phone,Qualcomm MSM7227,320x240,120,armeabi,8;10,2.0
Samsung,Europa,GT-I5503T,,Phone, ,320x240,120,armeabi,7;8,2.0
Samsung,Europa,GT-I5500M,,Phone, ,320x240,120,armeabi,7,2.0
Samsung,Galaxy Pocket2,pocket2ss3g,460MB,Phone,Spreadtrum SC7715A,240x320,120,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Pocket2,pocket23g,460MB,Phone,Spreadtrum SC7715A,240x320,120,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy S BlazeQ,apexqtmo,805MB,Phone,Qualcomm MSM8260A,480x800,240,armeabi-v7a;armeabi,15;16,2.0
Samsung,Galaxy Neo,SHW-M220L,,Phone, ,800x480,240,armeabi,8;10,2.0
Samsung,Galaxy S3 Neo,s3ve3g,1377-1378MB,Phone,Qualcomm MSM8228,720x1280,320,armeabi-v7a;armeabi,18;19,3.0
Samsung,Galaxy S3 Neo,s3ve3gds,1373-1378MB,Phone,Qualcomm MSM8228,720x1280,320,armeabi-v7a;armeabi,18;19,3.0
Samsung,Galaxy S3 Neo,s3ve3gdd,1373-1378MB,Phone,Qualcomm MSM8226,720x1280,320,armeabi-v7a;armeabi,18;19,3.0
Samsung,Galaxy S3 Neo,s3ve3gdsdd,,Phone,Qualcomm MSM8226,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,SCH-I659,SCH-I659,,Phone,Qualcomm MSM7625A,320x480,160,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy Admire 2,goghcri,,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Folder,novelltelgt,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Folder,novelltekx,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Folder,novellteskt,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Folder,novelltektt,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Folder,novel3gskt,1396MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy A8+(2018),jackpot2lte,3701-5709MB,Phone,Samsung Exynos 7885,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,25;26,3.2
Samsung,Galaxy Tab3 VE 7.0,goyave3g,955MB,Tablet,Spreadtrum SC7730S,600x1024,160,armeabi-v7a;armeabi,19,2.0
Samsung,Illusion,SCH-I110,,Phone,Samsung Exynos 3110,320x480,160,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy J1 Mini,j1mini3gxw,705MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy J1 Mini,j1minilte,919MB,Phone,Spreadtrum SC9830I,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy J1 Mini,j1mini3gdx,705MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy J1 Mini,j1mini3g,960MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,22,2.0
Samsung,Galaxy Indulge,SCH-R910,,Phone, ,480x320,160,armeabi-v7a;armeabi,8,2.0
Samsung,Galaxy Indulge,SCH-R915,,Phone, ,320x480,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab 10.1,SC-01D,,Tablet,Qualcomm APQ8060,1280x800,160,armeabi-v7a;armeabi,13;15,2.0
Samsung,Galaxy Tab 10.1,GT-P7500D,,Tablet,NVidia T20,1280x752;1280x800,160,armeabi-v7a;armeabi,12;15,2.0
Samsung,Galaxy Tab 10.1,GT-P7510,,Tablet,NVidia Tegra 2 AP25,1280x800,160,armeabi-v7a;armeabi,12;13;15,2.0
Samsung,Galaxy Tab 10.1,SHW-M380S,,Tablet,NVidia Tegra 2 T20,1280x800,160,armeabi-v7a;armeabi,12;13;15,2.0
Samsung,Galaxy Tab 10.1,SHW-M380W,,Tablet,NVidia T20,1280x752,160,armeabi-v7a;armeabi,12;13;15,2.0
Samsung,Galaxy Tab 10.1,SHW-M300W,,Tablet, ,1280x800,160,armeabi-v7a;armeabi,12,2.0
Samsung,Galaxy Tab 10.1,GT-P7500,,Tablet,NVidia T20,752x800,160,armeabi-v7a;armeabi,11;12;13;15,2.0
Samsung,Galaxy Tab 10.1,SHW-M380K,,Tablet,NVidia Tegra 2 T20,752x800,160,armeabi-v7a;armeabi,12;13;15,2.0
Samsung,Galaxy Tab 10.1,SCH-I905,,Tablet,NVidia T20,1280x752,160,armeabi-v7a;armeabi,12;13;15,2.0
Samsung,Galaxy Tab 10.1,GT-P7503,,Tablet, ,800x1232,160,armeabi-v7a;armeabi,13,2.0
Samsung,Galaxy Tab 10.1,SGH-T859,,Tablet,NVidia Tegra 2 T20,1280x752,160,armeabi-v7a;armeabi,13;15,2.0
Samsung,Galaxy Trend,kyleve,463MB,Phone,Broadcom BCM21664,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Trend,kyleve3gcmcc,,Phone,Spreadtrum SC8810,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Captivate Glide,SGH-I927,,Phone,NVidia Tegra 2 AP20H,480x800,240,armeabi-v7a;armeabi,10;15,2.0
Samsung,GT-I5510T,GT-I5510T,,Phone, ,240x400,120,armeabi,8;10,2.0
Samsung,Galaxy S3,d2can,1580-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0;3.0
Samsung,Galaxy S3,m0,828-832MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16;17;18,2.0
Samsung,Galaxy S3,m3,1786-1792MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy S3,d2vzw,1580-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0;3.0
Samsung,Galaxy S3,d2tmo,1594-1598MB,Phone,Qualcomm MSM8960,1280x720,320,armeabi-v7a;armeabi,15;16;18,2.0;3.0
Samsung,Galaxy S3,d2spr,1579-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0;3.0
Samsung,Galaxy S3,d2ltetmo,1594-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0
Samsung,Galaxy S3,c1lgt,1786-1792MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0
Samsung,Galaxy S3,d2lteMetroPCS,1594-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0
Samsung,Galaxy S3,c1skt,1786-1792MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0
Samsung,Galaxy S3,m0chn,1588MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16;18,2.0
Samsung,Galaxy S3,d2att,1580-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0;3.0
Samsung,Galaxy S3,d2usc,1580-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0;3.0
Samsung,Galaxy S3,d2spi,1554-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0;3.0
Samsung,Galaxy S3,d2mtr,1594-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;18,2.0;3.0
Samsung,Galaxy S3,d2cri,1580-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0;3.0
Samsung,Galaxy S3,c1att,,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15,2.0
Samsung,Galaxy S3,d2xar,1587-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18,2.0;3.0
Samsung,Galaxy S3,m0skt,777-829MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16;18,2.0
Samsung,Galaxy S3,m0cmcc,830MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16;18,2.0
Samsung,Galaxy S3,SC-03E,1789-1792MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18,2.0
Samsung,Galaxy S3,d2vmu,1579-1598MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0;3.0
Samsung,Galaxy S3,d2tfnspr,1594MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy S3,m3dcm,1792MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy S3,m0ctc,,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16;18,2.0
Samsung,Galaxy S3,d2lterefreshspr,1554MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy S3,m0apt,777MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16,2.0
Samsung,Galaxy S3,c1ktt,1786-1792MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,15;16;18;19,2.0
Samsung,Galaxy S3,m0ctcduos,777MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18,2.0
Samsung,Galaxy S3,d2dcm,1594MB,Phone,Qualcomm MSM8960,768x1280,320,armeabi-v7a;armeabi,15;16,2.0
Samsung,Galaxy S3,d2tfnvzw,1594MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,16,2.0
Samsung,SCH-I699,SCH-I699,,Phone,Qualcomm MSM7627A,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy On5,on5ltetmo,1392MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy On5,o5lte,1398MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy On5,o5ltechn,1398MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy On5,on5ltetfntmo,1392MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy On5,on5ltemtr,1392MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Core LTE,afyonlte,851MB,Phone,Broadcom MP5232,540x960,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Core LTE,cs03lte,,Phone,Qualcomm MSM8926,480x800,240,armeabi-v7a;armeabi,18,3.0
Samsung,SHW-M480S,p4noterfskt,1813-1819MB,Tablet,Samsung Exynos 4412,1280x800,160,armeabi-v7a;armeabi,15;16;19,2.0
Samsung,GT-B9388,ironcmcc,,Phone,Samsung Exynos 4412,480x800,240,armeabi-v7a;armeabi,15,2.0
Samsung,Galaxy S,GT-I9018,,Phone,TI OMAP3630,480x800,240,armeabi-v7a;armeabi,8,2.0
Samsung,Galaxy S,GT-I9000,,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,7;8;10,1.0;2.0
Samsung,Galaxy S,SCH-S950C,,Phone,Samsung Exynos 3110,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy S,GT-I9003,,Phone,TI OMAP3630,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy S,GT-I9000B,,Phone, ,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy S,SGH-I897,,Phone, ,800x480,240,armeabi-v7a;armeabi,7;8;10,2.0
Samsung,Galaxy S,SGH-T959V,,Phone, ,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy S,GT-I9000M,,Phone, ,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy S,SCH-I500,,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,7;8;10,2.0
Samsung,Galaxy S,SGH-T959W,,Phone,Qualcomm MSM7227,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy S,GT-I9010,,Phone, ,800x480,240,armeabi-v7a;armeabi,8,2.0
Samsung,Galaxy S,GT-I9003L,,Phone,TI OMAP3630,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy S,SHW-M190S,,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy S,SHW-M110S,,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,7;8;10,2.0
Samsung,Galaxy S,GT-I9008L,,Phone,Samsung Exynos 3110,480x800,240,armeabi-v7a;armeabi,8,2.0
Samsung,Galaxy S,SC-02B,,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy S,GT-I9000T,,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,7;8;10,2.0
Samsung,Galaxy S,GT-I9050,,Phone,TI OMAP4430,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy S,SCH-i909,,Phone,Samsung Exynos 3110,480x320,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab4 10.0,matisselteusc,1353-1359MB,Tablet,Qualcomm MSM8926,1280x800,160,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 10.0,matisselte,1353-1359MB,Tablet,Qualcomm MSM8926,1280x800,160,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Tab4 10.0,matisseltevzw,1354MB,Tablet,Qualcomm MSM8926,1280x800,160,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab4 10.0,matisse3g,1369-1376MB,Tablet,Qualcomm MSM8226,1280x800,160,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Tab4 10.0,matisselteatt,1354-1359MB,Tablet,Qualcomm MSM8926,1280x800,160,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Golden,ks02lte,1370MB,Phone,Qualcomm MSM8930AB,480x800,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Golden,ks02ltektt,1370MB,Phone,Qualcomm MSM8930AB,480x800,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Golden,ks02lteskt,1370MB,Phone,Qualcomm MSM8930,480x800,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Player 4.2,YP-GI1,,Phone,TI OMAP3630,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,SCH-I405U,SCH-I405U,,Phone,Samsung Exynos 3110,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,SCH-I519,SCH-I519,,Phone,Qualcomm MSM7225A,240x320,120,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy J7 Perx,j7popltespr,1803-1810MB,Phone,Qualcomm MSM8953,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy Alpha,slte,1876-1877MB,Phone,Samsung Exynos 5430,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,slteskt,1876-1877MB,Phone,Samsung Exynos 5430,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,sltelgt,1875-1876MB,Phone,Samsung Exynos 5430,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,slteatt,1706-1857MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,sltektt,1876-1877MB,Phone,Samsung Exynos 5430,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,sltecan,1706-1857MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,19;21,3.0
Samsung,Galaxy Alpha,sltechn,1857MB,Phone,Qualcomm MSM8974,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Chromebook 3,celes_cheets,3895MB,PC,Intel N3050,768x1366,160,x86;armeabi-v7a;armeabi,25,3.1
Samsung,Galaxy On5(2016),on5xlltechn,1851MB,Phone,Qualcomm MSM8917,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy On5(2016),on5xfltechn,1838-1843MB,Phone,Qualcomm MSM8917,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J7+,jadelte,3740MB,Phone,Mediatek MT6757V,1080x1920,420,armeabi-v7a;armeabi,25,3.2
Samsung,SCH-W899,SCH-W899,,Phone,Samsung Exynos 3110,480x800,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Win Duos,delos3gchn,,Phone,Qualcomm MSM8225Q,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Tab A (2016),gtaxlwifichn,1929MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24,3.0;3.2
Samsung,Galaxy Tab A 10.1,gtaxladwifikx,2948MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy Tab A 10.1,gtaxlltekx,1821-1822MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24,3.0;3.2
Samsung,Galaxy J8,j8y18lte,3543MB,Phone,Qualcomm SDM450,720x1339,280,armeabi-v7a;armeabi,26,3.2
Samsung,SCH-I425,godivaltevzw,,Phone,Qualcomm MSM8930,720x1280,320,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Tab A 9.7,gt5note10ltelgt,1888-1889MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 9.7,gt5note10lteskt,1888-1889MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 9.7,gt510ltechn,1891MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy Tab A 9.7,gt5note10lte,1890-1891MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 9.7,gt5note10ltektt,1888-1889MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 9.7,gt5note10ltechn,1890-1891MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy Tab A 9.7,gt510wifichn,1427-1428MB,Tablet,Qualcomm APQ8016,768x1024,160,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy Tab A 9.7,gt5note10wifichn,1887-1891MB,Tablet,Qualcomm APQ8016,768x1024,160,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy Tab A 9.7,gt5note10ltehktw,1890MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21,3.0
Samsung,Galaxy On7 Prime,on7xreflte,2827-3824MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;26,3.2
Samsung,Galaxy C5 Pro,c5proltechn,3547-3554MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S3 Slim,wilcoxds,785MB,Phone,Marvell PXA1088,540x960,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Rugby,comanchecan,811MB,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,15;16,2.0
Samsung,Galaxy J7 Prime,on7xelte,2828MB,Phone,Samsung Exynos 7870,1080x1920,480,armeabi-v7a;armeabi,23;24,3.0;3.2
Samsung,Galaxy J7 Prime,on7xltechn,2803-2809MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy J7 Prime,j7popeltemtr,1799-1804MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy J7 Prime,j7popeltetmo,1799-1804MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy Exhibit,codinaMetroPCS,804MB,Phone,TI OMAP3410,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Exhibit,codinatmo,804MB,Phone,ST Ericsson U8420,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Exhibit,codinavid,804MB,Phone,Wondermedia WM8860,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,IceTouch,gokey,809MB,Phone,TI OMAP4430,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Grand Prime Plus,grandppltedtv,1404MB,Phone,Mediatek MT6737T,540x960,240,armeabi-v7a;armeabi,23,3.0
Samsung,Galaxy Tab A 10.1(2016),gtanotexllte,2827-2828MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24,3.0;3.2
Samsung,Galaxy Camera 2,sf2wifi,1723MB,Phone,Samsung Exynos 4412,1280x720,320,armeabi-v7a;armeabi,18,2.0
Samsung,Galaxy Tab2 7.0,espressorf,769-811MB,Tablet,TI OMAP4430,600x1024,160,armeabi-v7a;armeabi,15;16;17,2.0
Samsung,Galaxy Tab2 7.0,espressowifi,769-811MB,Tablet,TI OMAP4430,600x1024,160,armeabi-v7a;armeabi,15;16;17,2.0
Samsung,Galaxy Tab2 7.0 ,espressovzw,803MB,Tablet,Qualcomm MSM8960,600x1024,160,armeabi-v7a;armeabi,15;16,2.0
Samsung,Galaxy Q,SGH-T589W,,Phone,Qualcomm MSM7227,320x480,160,armeabi,10,2.0
Samsung,Galaxy Q,SGH-T589,,Phone,Qualcomm MSM7227,320x240,160,armeabi,8,2.0
Samsung,Galaxy Q,SGH-T589R,,Phone, ,320x480,160,armeabi,8,2.0
Samsung,Galaxy A8(2016),a8xelte,2682-2761MB,Phone,Samsung Exynos 7420,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A8(2016),a8xelteskt,2682-2761MB,Phone,Samsung Exynos 7420,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,W2017,veyronltectc,3417MB,Phone,Qualcomm MSM8996,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,SHW-M460D,SHW-M460D,,Phone,Qualcomm MSM7227A,320x480,160,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy S Glide,SGH-I927R,,Phone, ,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy XCover4,xcover4lte,1837-1839MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Samsung,Galaxy Xcover4,xcover4ltecan,1837-1839MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Samsung,Galaxy Trend Lite,kylevess,463MB,Phone,Broadcom BCM21664,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Prevail2,raybst,828MB,Phone,Qualcomm MSM8655,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Golden 2,pateklte,1856MB,Phone,Qualcomm MSM8974,768x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,J1 Mini Prime,j1minivelte,918MB,Phone,Spreadtrum SC9830I,480x800,240,armeabi-v7a;armeabi,23,2.0
Samsung,Galaxy Note7,gracelte,2836MB,Phone,Samsung Exynos 8890,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltetfnvzw,1855MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltelra,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
